Classical	classical_science_large_scale_time_standardizing_0151	Large Scale Time Standardizing	Complex states and cities developed large scale time standardizing as a scientific practice for measurement, observation, modeling, and standards.	geometry,astrolabe_early
Medieval	medieval_science_compact_time_computing_0151	Compact Time Computing	Guilds, courts, monasteries, and towns developed compact time computing as a scientific practice for measurement, observation, modeling, and standards.	universities_research_curricula,astrolabe_quadrant
Renaissance	renaissance_science_portable_time_calibrating_0151	Portable Time Calibrating	Workshops, merchants, navies, and scholars developed portable time calibrating as a scientific practice for measurement, observation, modeling, and standards.	scientific_method,telescope
Industrial	industrial_science_redundant_time_measuring_0151	Redundant Time Measuring	Factories, utilities, laboratories, and cities developed redundant time measuring as a scientific practice for measurement, observation, modeling, and standards.	radioactivity_discovery,laboratory_diagnostic_medicine
Modern	modern_science_high_throughput_time_classifying_0151	High Throughput Time Classifying	Networked institutions and automated systems developed high throughput time classifying as a scientific practice for measurement, observation, modeling, and standards.	cloud_data_warehouses,satellite_remote_sensing
Future	future_science_high_throughput_time_classifying_0151	High Throughput Time Classifying	Advanced automated societies could develop high throughput time classifying as a scientific practice for measurement, observation, modeling, and standards.	ai_scientist_automated_discovery,quantum_sensors_high_precision_measurement
Ancient	ancient_governance_redundant_boundary_claim_judging_0151	Redundant Boundary Claim Judging	Early communities developed redundant boundary claim judging as a administrative practice for administration, law, public order, and coordination.	taxation_and_tribute,census
Classical	classical_governance_modular_permit_coordination_0151	Modular Permit Coordination	Complex states and cities developed modular permit coordination as a administrative practice for administration, law, public order, and coordination.	bureaucracy,tax_accounting
Medieval	medieval_governance_portable_permit_credentialing_0151	Portable Permit Credentialing	Guilds, courts, monasteries, and towns developed portable permit credentialing as a administrative practice for administration, law, public order, and coordination.	market_town_charters,guilds
Renaissance	renaissance_governance_specialized_permit_inspection_0151	Specialized Permit Inspection	Workshops, merchants, navies, and scholars developed specialized permit inspection as a administrative practice for administration, law, public order, and coordination.	patent_systems,military_engineer_corps
Industrial	industrial_governance_standardized_permit_registration_0151	Standardized Permit Registration	Factories, utilities, laboratories, and cities developed standardized permit registration as a administrative practice for administration, law, public order, and coordination.	labor_unions_collective_bargaining,industrial_safety_codes
Modern	modern_governance_large_scale_permit_reporting_0151	Large Scale Permit Reporting	Networked institutions and automated systems developed large scale permit reporting as a administrative practice for administration, law, public order, and coordination.	digital_identity_federation,cybersecurity_operations_centers
Future	future_governance_large_scale_permit_reporting_0151	Large Scale Permit Reporting	Advanced automated societies could develop large scale permit reporting as a administrative practice for administration, law, public order, and coordination.	ai_governance_ethics_frameworks_robust,ai_treaty_verification_systems
Ancient	ancient_finance_field_ready_silver_weight_auditing_0151	Field Ready Silver Weight Auditing	Early communities developed field ready silver weight auditing as a commercial practice for trade, accounting, risk, and settlement.	barter,clay_tablet_receipts
Classical	classical_finance_large_scale_market_scale_warehousing_0151	Large Scale Market Scale Warehousing	Complex states and cities developed large scale market scale warehousing as a commercial practice for trade, accounting, risk, and settlement.	currency,harbor_customs_houses
Medieval	medieval_finance_compact_merchant_ledger_exchanging_0151	Compact Merchant Ledger Exchanging	Guilds, courts, monasteries, and towns developed compact merchant ledger exchanging as a commercial practice for trade, accounting, risk, and settlement.	banking_early_forms,bills_of_exchange_early_finance
Renaissance	renaissance_finance_portable_bill_of_exchange_clearing_0151	Portable Bill Of Exchange Clearing	Workshops, merchants, navies, and scholars developed portable bill of exchange clearing as a commercial practice for trade, accounting, risk, and settlement.	double_entry_bookkeeping,joint_stock_companies
Industrial	industrial_finance_redundant_account_pricing_0151	Redundant Account Pricing	Factories, utilities, laboratories, and cities developed redundant account pricing as a commercial practice for trade, accounting, risk, and settlement.	telephone_directory_services,telegraph_news_tickers
Modern	modern_finance_high_throughput_account_inventory_0151	High Throughput Account Inventory	Networked institutions and automated systems developed high throughput account inventory as a commercial practice for trade, accounting, risk, and settlement.	digital_payment_wallets,blockchain_cryptocurrency
Future	future_finance_high_throughput_account_inventory_0151	High Throughput Account Inventory	Advanced automated societies could develop high throughput account inventory as a commercial practice for trade, accounting, risk, and settlement.	quantum_secured_financial_networks,ai_mediated_supply_negotiation
Ancient	ancient_infrastructure_specialized_street_drain_repairing_0151	Specialized Street Drain Repairing	Early communities developed specialized street drain repairing as a infrastructure practice for built environments, water systems, and civic services.	basic_shelter,irrigation_canals_local
Classical	classical_infrastructure_low_cost_cistern_metering_0151	Low Cost Cistern Metering	Complex states and cities developed low cost cistern metering as a infrastructure practice for built environments, water systems, and civic services.	aqueducts,concrete
Medieval	medieval_infrastructure_high_capacity_harbor_quay_inspecting_0151	High Capacity Harbor Quay Inspecting	Guilds, courts, monasteries, and towns developed high capacity harbor quay inspecting as a infrastructure practice for built environments, water systems, and civic services.	gothic_architecture,municipal_fire_watch
Renaissance	renaissance_infrastructure_distributed_theater_floor_dredging_0151	Distributed Theater Floor Dredging	Workshops, merchants, navies, and scholars developed distributed theater floor dredging as a infrastructure practice for built environments, water systems, and civic services.	military_engineer_corps,precision_map_engraving
Industrial	industrial_infrastructure_precision_station_drainage_0151	Precision Station Drainage	Factories, utilities, laboratories, and cities developed precision station drainage as a infrastructure practice for built environments, water systems, and civic services.	urban_water_chlorination,urban_electric_subways
Modern	modern_infrastructure_standardized_station_lighting_0151	Standardized Station Lighting	Networked institutions and automated systems developed standardized station lighting as a infrastructure practice for built environments, water systems, and civic services.	digital_twin_infrastructure,internet_of_things_iot_ubiquitous_connectivity
Future	future_infrastructure_standardized_station_lighting_0151	Standardized Station Lighting	Advanced automated societies could develop standardized station lighting as a infrastructure practice for built environments, water systems, and civic services.	robotic_construction_swarms,self_healing_civil_infrastructure
Ancient	ancient_security_compact_sling_shielding_0151	Compact Sling Shielding	Early communities developed compact sling shielding as a security practice for protection, detection, defense, and emergency response.	organized_warfare,atlatl_spear_throwers
Classical	classical_security_redundant_shield_wall_supplying_0151	Redundant Shield Wall Supplying	Complex states and cities developed redundant shield wall supplying as a security practice for protection, detection, defense, and emergency response.	organized_military_formations,military_field_medicine
Medieval	medieval_security_large_scale_cannon_drilling_0151	Large Scale Cannon Drilling	Guilds, courts, monasteries, and towns developed large scale cannon drilling as a security practice for protection, detection, defense, and emergency response.	cannons,castle_signal_beacons
Renaissance	renaissance_security_modular_musket_drill_ranging_0151	Modular Musket Drill Ranging	Workshops, merchants, navies, and scholars developed modular musket drill ranging as a security practice for protection, detection, defense, and emergency response.	naval_gunnery_tables,cannons
Industrial	industrial_security_portable_signal_lamp_signaling_0151	Portable Signal Lamp Signaling	Factories, utilities, laboratories, and cities developed portable signal lamp signaling as a security practice for protection, detection, defense, and emergency response.	electric_arc_lighting,railway_signal_interlocking
Modern	modern_security_field_ready_signal_drilling_0151	Field Ready Signal Drilling	Networked institutions and automated systems developed field ready signal drilling as a security practice for protection, detection, defense, and emergency response.	cyber_threat_intelligence,cybersecurity_operations_centers
Future	future_security_field_ready_signal_drilling_0151	Field Ready Signal Drilling	Advanced automated societies could develop field ready signal drilling as a security practice for protection, detection, defense, and emergency response.	quantum_encryption,ai_model_auditing
Modern	modern_space_regulated_solar_array_sampling_0151	Regulated Solar Array Sampling	Networked institutions and automated systems developed regulated solar array sampling as a space practice for orbital operations, planetary infrastructure, and exploration.	satellite_technology,space_stations
Future	future_space_regulated_telescope_propulsion_0151	Regulated Telescope Propulsion	Advanced automated societies could develop regulated telescope propulsion as a space practice for orbital operations, planetary infrastructure, and exploration.	space_colonization,space_resource_refineries
Ancient	ancient_culture_field_ready_drum_preserving_0151	Field Ready Drum Preserving	Early communities developed field ready drum preserving as a cultural practice for artistic production, ritual, education, and preservation.	shamanism_animism,ochre_pigment_processing
Classical	classical_culture_large_scale_drama_cataloging_0151	Large Scale Drama Cataloging	Complex states and cities developed large scale drama cataloging as a cultural practice for artistic production, ritual, education, and preservation.	theater_stage_machinery,glass_mosaic_tesserae
Medieval	medieval_culture_compact_drama_reproduction_0151	Compact Drama Reproduction	Guilds, courts, monasteries, and towns developed compact drama reproduction as a cultural practice for artistic production, ritual, education, and preservation.	monastic_scriptoria,mechanical_bell_striking
Renaissance	renaissance_culture_portable_drama_notation_0151	Portable Drama Notation	Workshops, merchants, navies, and scholars developed portable drama notation as a cultural practice for artistic production, ritual, education, and preservation.	printed_music_notation,public_art_academies
Industrial	industrial_culture_redundant_drama_composition_0151	Redundant Drama Composition	Factories, utilities, laboratories, and cities developed redundant drama composition as a cultural practice for artistic production, ritual, education, and preservation.	photographic_halftone_printing,newspaper_periodicals
Modern	modern_culture_high_throughput_drama_curation_0151	High Throughput Drama Curation	Networked institutions and automated systems developed high throughput drama curation as a cultural practice for artistic production, ritual, education, and preservation.	streaming_music_platforms,social_media_content_moderation
Future	future_culture_high_throughput_drama_curation_0151	High Throughput Drama Curation	Advanced automated societies could develop high throughput drama curation as a cultural practice for artistic production, ritual, education, and preservation.	ai_cultural_memory_archives,ai_personal_tutoring_companions
Ancient	ancient_agriculture_modular_oilseed_sorting_0152	Modular Oilseed Sorting	Early communities developed modular oilseed sorting as a agricultural practice for food production, storage, and distribution.	agriculture,pottery_storage_amphorae
Classical	classical_agriculture_specialized_oilseed_storage_0152	Specialized Oilseed Storage	Complex states and cities developed specialized oilseed storage as a agricultural practice for food production, storage, and distribution.	state_grain_price_controls,tax_accounting
Medieval	medieval_agriculture_standardized_oilseed_drying_0152	Standardized Oilseed Drying	Guilds, courts, monasteries, and towns developed standardized oilseed drying as a agricultural practice for food production, storage, and distribution.	crop_rotation_three_field,watermills
Renaissance	renaissance_agriculture_low_cost_oilseed_watering_0152	Low Cost Oilseed Watering	Workshops, merchants, navies, and scholars developed low cost oilseed watering as a agricultural practice for food production, storage, and distribution.	experimental_botany_gardens,chemical_recipe_books
Industrial	industrial_agriculture_high_capacity_flour_mill_drying_0152	High Capacity Flour Mill Drying	Factories, utilities, laboratories, and cities developed high capacity flour mill drying as a agricultural practice for food production, storage, and distribution.	chemical_fertilizers,industrial_canning_lines
Modern	modern_agriculture_portable_oilseed_testing_0152	Portable Oilseed Testing	Networked institutions and automated systems developed portable oilseed testing as a agricultural practice for food production, storage, and distribution.	gps_guided_logistics,satellite_remote_sensing
Future	future_agriculture_portable_oilseed_testing_0152	Portable Oilseed Testing	Advanced automated societies could develop portable oilseed testing as a agricultural practice for food production, storage, and distribution.	vertical_farming_megafarms,synthetic_food_bioreactors
Ancient	ancient_materials_redundant_basket_chipping_0152	Redundant Basket Chipping	Early communities developed redundant basket chipping as a manufacturing practice for fabrication, repair, and material quality.	bronze_working,woodworking_basic
Classical	classical_materials_modular_mosaic_tile_blowing_0152	Modular Mosaic Tile Blowing	Complex states and cities developed modular mosaic tile blowing as a manufacturing practice for fabrication, repair, and material quality.	glassmaking,concrete
Medieval	medieval_materials_portable_chain_link_casting_0152	Portable Chain Link Casting	Guilds, courts, monasteries, and towns developed portable chain link casting as a manufacturing practice for fabrication, repair, and material quality.	advanced_metallurgy_medieval,fulling_mills
Renaissance	renaissance_materials_specialized_paper_sheet_weaving_0152	Specialized Paper Sheet Weaving	Workshops, merchants, navies, and scholars developed specialized paper sheet weaving as a manufacturing practice for fabrication, repair, and material quality.	chemical_assay_laboratories,standardized_typefounding
Industrial	industrial_materials_standardized_polymer_cutting_0152	Standardized Polymer Cutting	Factories, utilities, laboratories, and cities developed standardized polymer cutting as a manufacturing practice for fabrication, repair, and material quality.	precision_machine_tools,bessemer_steel_conversion
Modern	modern_materials_large_scale_polymer_machining_0152	Large Scale Polymer Machining	Networked institutions and automated systems developed large scale polymer machining as a manufacturing practice for fabrication, repair, and material quality.	computer_aided_manufacturing_cam_systems,3d_printing_additive_manufacturing
Future	future_materials_large_scale_polymer_machining_0152	Large Scale Polymer Machining	Advanced automated societies could develop large scale polymer machining as a manufacturing practice for fabrication, repair, and material quality.	nanotechnology,quantum_materials_foundries
Ancient	ancient_energy_field_ready_bellows_kindling_0152	Field Ready Bellows Kindling	Early communities developed field ready bellows kindling as a energy practice for heat, power, fuel use, and distribution.	charcoal_production,fire_control
Classical	classical_energy_large_scale_bellows_metering_0152	Large Scale Bellows Metering	Complex states and cities developed large scale bellows metering as a energy practice for heat, power, fuel use, and distribution.	water_clock_timekeeping,public_bath_heating
Medieval	medieval_energy_compact_bellows_pumping_0152	Compact Bellows Pumping	Guilds, courts, monasteries, and towns developed compact bellows pumping as a energy practice for heat, power, fuel use, and distribution.	watermills,windmills
Renaissance	renaissance_energy_portable_forge_fire_pressing_0152	Portable Forge Fire Pressing	Workshops, merchants, navies, and scholars developed portable forge fire pressing as a energy practice for heat, power, fuel use, and distribution.	clockwork_mechanisms,experimental_mining_assays
Industrial	industrial_energy_redundant_lead_acid_battery_stoking_0152	Redundant Lead Acid Battery Stoking	Factories, utilities, laboratories, and cities developed redundant lead acid battery stoking as a energy practice for heat, power, fuel use, and distribution.	steam_turbine_power_generation,electrical_grid_early_distribution
Modern	modern_energy_high_throughput_water_ignition_0152	High Throughput Water Ignition	Networked institutions and automated systems developed high throughput water ignition as a energy practice for heat, power, fuel use, and distribution.	solar_photovoltaics,renewable_microgrids
Future	future_energy_high_throughput_water_ignition_0152	High Throughput Water Ignition	Advanced automated societies could develop high throughput water ignition as a energy practice for heat, power, fuel use, and distribution.	fusion_power,space_based_solar_power
Ancient	ancient_transport_redundant_causeway_hauling_0152	Redundant Causeway Hauling	Early communities developed redundant causeway hauling as a transport practice for movement of people, goods, and route information.	wheeled_vehicles,wooden_sledges
Classical	classical_transport_modular_ferry_loading_0152	Modular Ferry Loading	Complex states and cities developed modular ferry loading as a transport practice for movement of people, goods, and route information.	roads,harbor_customs_houses
Medieval	medieval_transport_portable_wayhouse_convoying_0152	Portable Wayhouse Convoying	Guilds, courts, monasteries, and towns developed portable wayhouse convoying as a transport practice for movement of people, goods, and route information.	compass,port_crane_harbor_works
Renaissance	renaissance_transport_specialized_cargo_manifest_surveying_0152	Specialized Cargo Manifest Surveying	Workshops, merchants, navies, and scholars developed specialized cargo manifest surveying as a transport practice for movement of people, goods, and route information.	cartography,merchant_marine_registry
Industrial	industrial_transport_standardized_motor_bus_scheduling_0152	Standardized Motor Bus Scheduling	Factories, utilities, laboratories, and cities developed standardized motor bus scheduling as a transport practice for movement of people, goods, and route information.	railroads,internal_combustion_engine
Modern	modern_transport_large_scale_truck_navigation_0152	Large Scale Truck Navigation	Networked institutions and automated systems developed large scale truck navigation as a transport practice for movement of people, goods, and route information.	gps_guided_logistics,ride_hailing_platforms
Future	future_transport_large_scale_truck_navigation_0152	Large Scale Truck Navigation	Advanced automated societies could develop large scale truck navigation as a transport practice for movement of people, goods, and route information.	fusion_rockets,space_elevators
Ancient	ancient_computing_redundant_scribe_kit_counting_0152	Redundant Scribe Kit Counting	Early communities developed redundant scribe kit counting as a information-processing practice for records, calculation, automation, and decision support.	writing,clay_tablet_receipts
Classical	classical_computing_modular_warehouse_receipt_filing_0152	Modular Warehouse Receipt Filing	Complex states and cities developed modular warehouse receipt filing as a information-processing practice for records, calculation, automation, and decision support.	libraries,court_transcript_scribes
Medieval	medieval_computing_portable_scriptorium_index_copying_0152	Portable Scriptorium Index Copying	Guilds, courts, monasteries, and towns developed portable scriptorium index copying as a information-processing practice for records, calculation, automation, and decision support.	universities,mechanical_clocks
Renaissance	renaissance_computing_specialized_book_catalog_auditing_0152	Specialized Book Catalog Auditing	Workshops, merchants, navies, and scholars developed specialized book catalog auditing as a information-processing practice for records, calculation, automation, and decision support.	mechanical_calculators_early,calculus_formalization
Industrial	industrial_computing_standardized_factory_ticket_sorting_0152	Standardized Factory Ticket Sorting	Factories, utilities, laboratories, and cities developed standardized factory ticket sorting as a information-processing practice for records, calculation, automation, and decision support.	typewriter_office_workflows,scientific_management_time_studies
Modern	modern_computing_large_scale_interface_optimization_0152	Large Scale Interface Optimization	Networked institutions and automated systems developed large scale interface optimization as a information-processing practice for records, calculation, automation, and decision support.	internet,cloud_computing_distributed_systems
Future	future_computing_large_scale_interface_optimization_0152	Large Scale Interface Optimization	Advanced automated societies could develop large scale interface optimization as a information-processing practice for records, calculation, automation, and decision support.	quantum_computing,large_language_models
Ancient	ancient_media_high_throughput_drum_signal_reciting_0152	High Throughput Drum Signal Reciting	Early communities developed high throughput drum signal reciting as a communication practice for communication, publishing, signaling, and cultural memory.	oral_tradition_storytelling,writing
Classical	classical_media_compact_library_shelf_cataloging_0152	Compact Library Shelf Cataloging	Complex states and cities developed compact library shelf cataloging as a communication practice for communication, publishing, signaling, and cultural memory.	libraries,postal_relay_systems
Medieval	medieval_media_field_ready_book_chain_illuminating_0152	Field Ready Book Chain Illuminating	Guilds, courts, monasteries, and towns developed field ready book chain illuminating as a communication practice for communication, publishing, signaling, and cultural memory.	paper_making,monastic_scriptoria
Renaissance	renaissance_media_redundant_map_sheet_advertising_0152	Redundant Map Sheet Advertising	Workshops, merchants, navies, and scholars developed redundant map sheet advertising as a communication practice for communication, publishing, signaling, and cultural memory.	printing_press,newspaper_periodicals
Industrial	industrial_media_large_scale_photograph_card_photographing_0152	Large Scale Photograph Card Photographing	Factories, utilities, laboratories, and cities developed large scale photograph card photographing as a communication practice for communication, publishing, signaling, and cultural memory.	telegraph,photographic_halftone_printing
Modern	modern_media_low_waste_signal_moderation_0152	Low Waste Signal Moderation	Networked institutions and automated systems developed low waste signal moderation as a communication practice for communication, publishing, signaling, and cultural memory.	world_wide_web,social_media
Future	future_media_low_waste_signal_moderation_0152	Low Waste Signal Moderation	Advanced automated societies could develop low waste signal moderation as a communication practice for communication, publishing, signaling, and cultural memory.	ai_personal_memory_systems,quantum_internet
Ancient	ancient_medicine_large_scale_wash_basin_dressing_0152	Large Scale Wash Basin Dressing	Early communities developed large scale wash basin dressing as a medical practice for care delivery, diagnosis, prevention, and biological control.	herbalism,primitive_surgery_trepanation
Classical	classical_medicine_portable_veterinary_splint_bandaging_0152	Portable Veterinary Splint Bandaging	Complex states and cities developed portable veterinary splint bandaging as a medical practice for care delivery, diagnosis, prevention, and biological control.	pharmacopoeia,medical_case_notes
Medieval	medieval_medicine_redundant_bandage_roll_nursing_0152	Redundant Bandage Roll Nursing	Guilds, courts, monasteries, and towns developed redundant bandage roll nursing as a medical practice for care delivery, diagnosis, prevention, and biological control.	hospitals_early,university_medical_studies
Renaissance	renaissance_medicine_standardized_medical_casebook_dosing_0152	Standardized Medical Casebook Dosing	Workshops, merchants, navies, and scholars developed standardized medical casebook dosing as a medical practice for care delivery, diagnosis, prevention, and biological control.	anatomical_theater_design,chemical_recipe_books
Industrial	industrial_medicine_modular_antiseptic_spray_recording_0152	Modular Antiseptic Spray Recording	Factories, utilities, laboratories, and cities developed modular antiseptic spray recording as a medical practice for care delivery, diagnosis, prevention, and biological control.	vaccination,public_health_laboratories
Modern	modern_medicine_compact_pathogen_monitoring_0152	Compact Pathogen Monitoring	Networked institutions and automated systems developed compact pathogen monitoring as a medical practice for care delivery, diagnosis, prevention, and biological control.	electronic_health_records,dna_sequencing
Future	future_medicine_compact_pathogen_monitoring_0152	Compact Pathogen Monitoring	Advanced automated societies could develop compact pathogen monitoring as a medical practice for care delivery, diagnosis, prevention, and biological control.	synthetic_biology,ai_clinical_care_networks
Ancient	ancient_science_compact_grain_measure_measuring_0152	Compact Grain Measure Measuring	Early communities developed compact grain measure measuring as a scientific practice for measurement, observation, modeling, and standards.	calendars,field_boundary_survey_stones
