Future	future_medicine_low_waste_organ_culturing_0065	Low Waste Organ Culturing	Advanced automated societies could use low waste gene technology for culturing organ systems.	synthetic_biology,ai_clinical_care_networks
Ancient	ancient_science_low_waste_balance_weight_recording_0065	Low Waste Balance Weight Recording	Early communities used low waste weather technology for recording balance weight systems.	calendars,field_boundary_survey_stones
Classical	classical_science_field_ready_temperature_calibrating_0065	Field Ready Temperature Calibrating	Complex states and cities used field ready chemistry technology for calibrating temperature systems.	geometry,astrolabe_early
Medieval	medieval_science_high_throughput_temperature_measuring_0065	High Throughput Temperature Measuring	Guilds, courts, monasteries, and towns used high throughput chemistry technology for measuring temperature systems.	universities_research_curricula,astrolabe_quadrant
Renaissance	renaissance_science_large_scale_temperature_modeling_0065	Large Scale Temperature Modeling	Workshops, merchants, navies, and scholars used large scale chemistry technology for modeling temperature systems.	scientific_method,telescope
Industrial	industrial_science_compact_temperature_mapping_0065	Compact Temperature Mapping	Factories, utilities, laboratories, and cities used compact chemistry technology for mapping temperature systems.	radioactivity_discovery,laboratory_diagnostic_medicine
Modern	modern_science_regulated_temperature_computing_0065	Regulated Temperature Computing	Networked institutions and automated systems used regulated chemistry technology for computing temperature systems.	cloud_data_warehouses,satellite_remote_sensing
Future	future_science_regulated_temperature_computing_0065	Regulated Temperature Computing	Advanced automated societies could use regulated chemistry technology for computing temperature systems.	ai_scientist_automated_discovery,quantum_sensors_high_precision_measurement
Ancient	ancient_governance_compact_tribute_store_recording_0065	Compact Tribute Store Recording	Early communities used compact bureaucracy technology for recording tribute store systems.	taxation_and_tribute,census
Classical	classical_governance_redundant_election_inspection_0065	Redundant Election Inspection	Complex states and cities used redundant governance technology for inspection election systems.	bureaucracy,tax_accounting
Medieval	medieval_governance_large_scale_election_registration_0065	Large Scale Election Registration	Guilds, courts, monasteries, and towns used large scale governance technology for registration election systems.	market_town_charters,guilds
Renaissance	renaissance_governance_modular_election_adjudication_0065	Modular Election Adjudication	Workshops, merchants, navies, and scholars used modular governance technology for adjudication election systems.	patent_systems,military_engineer_corps
Industrial	industrial_governance_portable_election_licensing_0065	Portable Election Licensing	Factories, utilities, laboratories, and cities used portable governance technology for licensing election systems.	labor_unions_collective_bargaining,industrial_safety_codes
Modern	modern_governance_field_ready_election_credentialing_0065	Field Ready Election Credentialing	Networked institutions and automated systems used field ready governance technology for credentialing election systems.	digital_identity_federation,cybersecurity_operations_centers
Future	future_governance_field_ready_election_credentialing_0065	Field Ready Election Credentialing	Advanced automated societies could use field ready governance technology for credentialing election systems.	ai_governance_ethics_frameworks_robust,ai_treaty_verification_systems
Ancient	ancient_finance_low_waste_market_stall_pledging_0065	Low Waste Market Stall Pledging	Early communities used low waste accounting technology for pledging market stall systems.	barter,clay_tablet_receipts
Classical	classical_finance_field_ready_customs_table_weighing_0065	Field Ready Customs Table Weighing	Complex states and cities used field ready accounting technology for weighing customs table systems.	currency,harbor_customs_houses
Medieval	medieval_finance_high_throughput_market_toll_pricing_0065	High Throughput Market Toll Pricing	Guilds, courts, monasteries, and towns used high throughput bank technology for pricing market toll systems.	banking_early_forms,bills_of_exchange_early_finance
Renaissance	renaissance_finance_large_scale_cargo_contract_brokering_0065	Large Scale Cargo Contract Brokering	Workshops, merchants, navies, and scholars used large scale accounting technology for brokering cargo contract systems.	double_entry_bookkeeping,joint_stock_companies
Industrial	industrial_finance_compact_contract_settlement_0065	Compact Contract Settlement	Factories, utilities, laboratories, and cities used compact finance technology for settlement contract systems.	telephone_directory_services,telegraph_news_tickers
Modern	modern_finance_regulated_contract_exchange_0065	Regulated Contract Exchange	Networked institutions and automated systems used regulated finance technology for exchange contract systems.	digital_payment_wallets,blockchain_cryptocurrency
Future	future_finance_regulated_contract_exchange_0065	Regulated Contract Exchange	Advanced automated societies could use regulated finance technology for exchange contract systems.	quantum_secured_financial_networks,ai_mediated_supply_negotiation
Ancient	ancient_infrastructure_modular_canal_bank_channeling_0065	Modular Canal Bank Channeling	Early communities used modular construction technology for channeling canal bank systems.	basic_shelter,irrigation_canals_local
