Modern	cryptographic_hash_functions	Cryptographic Hash Functions	One-way functions that map data to fixed-size digests for integrity checks, password storage, signatures, and distributed systems.	encryption_modern_cryptography_public_key,algorithms_computation_theory,software_engineering
Modern	digital_signatures	Digital Signatures	Cryptographic schemes that bind messages to private keys so recipients can verify authenticity, integrity, and non-repudiation.	encryption_modern_cryptography_public_key,cryptographic_hash_functions,public_key_infrastructure
Modern	tls_ssl_secure_transport	TLS/SSL Secure Transport	Protocols that authenticate endpoints and encrypt data in transit for web, email, APIs, and other internet services.	public_key_infrastructure,internet_protocols_tcp_ip_arpanet,digital_signatures
Modern	firewalls_packet_filtering	Firewalls & Packet Filtering	Network security systems that inspect and control traffic between networks according to rules, state, application, or identity context.	computer_networking,internet_protocols_tcp_ip_arpanet,operating_systems_os_computer_management
Modern	intrusion_detection_systems	Intrusion Detection Systems	Sensors and analysis tools that detect suspicious network or host activity using signatures, anomalies, and behavioral indicators.	firewalls_packet_filtering,cybersecurity_operations_centers,computer_networking
Modern	vulnerability_scanners	Vulnerability Scanners	Automated tools that identify known software, configuration, network, and web application weaknesses before attackers exploit them.	software_engineering,computer_networking,cybersecurity_operations_centers
Modern	multi_factor_authentication	Multi-Factor Authentication	Identity verification requiring multiple evidence categories such as passwords, possession factors, biometrics, or cryptographic keys.	digital_identity_systems,public_key_infrastructure,enterprise_cyber_identity
Modern	endpoint_detection_response	Endpoint Detection and Response	Host security platforms that collect telemetry, detect malicious behavior, investigate incidents, and contain compromised devices.	cybersecurity_operations_centers,security_information_event_management,intrusion_detection_systems
Modern	secure_software_development_lifecycle	Secure Software Development Lifecycle	Software engineering practices that integrate threat modeling, code review, dependency control, testing, and release security into development.	software_engineering,vulnerability_scanners,open_source_software
Modern	hardware_security_modules	Hardware Security Modules	Tamper-resistant hardware used to generate, protect, and use cryptographic keys for identity, payments, signing, and cloud services.	public_key_infrastructure,integrated_circuits,digital_signatures
