Ancient	ochre_pigment_processing	Ochre Pigment Processing	Grinding, heating, and mixing mineral pigments for body marking, cave art, ritual objects, and surface decoration.	fire_control,stone_tool_making
Ancient	bone_awls_needles	Bone Awls & Needles	Shaped bone points and eyed needles for sewing hides, nets, bags, and fitted clothing.	stone_tool_making,leather_tanning
Ancient	atlatl_spear_throwers	Atlatl Spear Throwers	Levered spear throwers that increased range, force, and accuracy for hunting and warfare.	stone_tool_making,hunting_gathering_basic
Ancient	fish_weirs	Fish Weirs	Stone, brush, and stake barriers that guided fish into traps in rivers, tidal flats, and lakes.	fishing_nets_hooks,basic_rope_making
Ancient	stone_grinding_slabs	Stone Grinding Slabs	Flat grinding stones for processing grains, seeds, pigments, medicines, and mineral powders.	stone_tool_making,plant_domestication
Ancient	mortar_pestle_food_processing	Mortar & Pestle Food Processing	Paired pounding tools for grinding cereals, spices, medicines, pigments, and pastes at household scale.	stone_grinding_slabs,pottery
Ancient	basketry_granaries	Basketry Granaries	Woven storage bins and lined baskets that protected seed grain and dried foods from damp and pests.	agriculture,reed_mat_architecture
Ancient	hide_tent_frames	Hide Tent Frames	Portable framed shelters using poles, lashings, and sewn hides for mobile households and work camps.	basic_shelter,leather_tanning,woodworking_basic
Ancient	dugout_paddles	Dugout Canoe Paddles	Carved paddles and steering poles that made dugout watercraft more controllable and useful for transport.	wooden_dugout_canoe_refinement,woodworking_basic
Ancient	composite_sickle_blades	Composite Sickle Blades	Stone or metal cutting inserts mounted in curved handles for faster grain harvesting.	sickle_harvesting_tools,woodworking_basic
Ancient	field_terracing	Early Field Terracing	Stone and earth terraces that slowed erosion and expanded agriculture on slopes.	agriculture,irrigation,labor_specialization
Ancient	selective_seed_saving	Selective Seed Saving	Deliberate retention of productive seeds that accelerated crop domestication and local landrace adaptation.	plant_domestication,agriculture
Ancient	clay_tablet_receipts	Clay Tablet Receipts	Portable written records for deliveries, taxes, debts, wages, and warehouse movements.	writing,pottery
Ancient	oil_wick_lamps	Oil Wick Lamps	Small ceramic or metal vessels with fiber wicks for controlled indoor and workshop lighting.	pottery,fire_control
Classical	military_road_waystations	Military Road Waystations	Fortified stopping points, relay stables, and supply posts supporting armies and state couriers.	roads,postal_relay_systems
